id,course_id,english,russian
132,4,carpenter,плотник
133,4,cassette,кассета
134,4,castle,замок
135,4,cat,кошка
136,4,catch,поймать
137,4,caterpillar,гусеница
138,4,cauliflower,капуста цветная
139,4,cave,пещера
140,4,centipede,многоножка
141,4,cereal,хлебный злак
142,4,chair,стул
143,4,chameleon,хамелеон
144,4,champion,чемпион
145,4,chart,диаграмма
146,4,chase,гнаться
147,4,cheap,дешевый
148,4,check,проверять
149,4,cheer,ободрение
150,4,cheese,сыр
151,4,cheetah,гепард
152,4,chess,шахматы
153,4,chest,грудь
154,4,chicken,цыпленок
155,4,child,ребенок
156,4,chimney,дымоход
157,4,chimpanzee,шимпанзе
158,4,chin,подбородок
159,4,chocolate,шоколад
160,4,choir,хор
161,4,choose,выбирать
162,4,chopsticks,палочки для еды
163,4,church,церковь
164,4,circle,круг
165,4,city,город
166,4,clap,хлопать
167,4,claw,коготь
168,4,clean,чистый
169,4,cliff,~утес, скала~
170,4,climb,карабкаться
171,4,clock,часы
172,4,clothes,одежда
173,4,cloud,облако
174,4,clown,клоун
175,4,coat,пальто
176,4,cobweb,паутина
177,4,coconut,кокос
178,4,cockpit,кабина
179,4,cocoon,кокон
180,4,coffee,кофе
181,4,cold,холодный
182,4,colour,цвет
183,4,compact disk,компакт-диск
184,4,computer,компьютер
185,4,conductor,дирижер
186,4,cone,конус
187,4,continent,континент
188,4,cook,готовить
189,4,corner,угол
190,4,cotton,хлопок
191,4,count,счет
192,4,country,страна
193,4,countryside,сельская местность
194,4,cousin,двоюродный брат
195,4,cow,корова
196,4,crab,краб
197,4,crane,подъемный кран
198,4,crawl,~ползти, ползать~
199,4,crayon,цветной мелок
200,4,cricket,сверчок
201,4,crocodile,крокодил
202,4,crow,ворона
203,4,crowd,толпа
204,4,crown,корона
205,4,crutch,костыль
206,4,cry,кричать
207,4,cub,детеныш
208,4,cube,куб
209,4,cucumber,огурец
210,4,cup,чашка
211,4,cupboard,буфет
212,4,curtain,~занавеска, штора~
213,4,curve,изгибаться
214,4,cushion,диванная подушка
215,4,cut,резать
216,4,d,ди
217,4,daffodil,нарцисс
218,4,daisy,маргаритка
219,4,dam,дамба
220,4,dance,танец
221,4,dandelion,одуванчик
222,4,day,день
223,4,deaf,глухой
224,4,deer,олень
225,4,dentist,дантист
226,4,desert,пустыня
227,4,desk,рабочий стол
228,4,dessert,десерт
229,4,detective,детективный
230,4,diagram,диаграмма
231,4,diamond,ромб
232,4,diamond,ромб
233,4,diary,дневник
234,4,dictionary,словарь
235,4,different,различный
236,4,dinner,обед
237,4,dinosaur,динозавр
238,4,dirty,грязный
239,4,disguise,маскировать
240,4,dive,нырять
241,4,doctor,врач
242,4,dog,собака
243,4,doll,кукла
244,4,dolphin,дельфин
245,4,donkey,осел
246,4,door,дверь
247,4,double,двойной
248,4,down,вниз
249,4,dragon,дракон
250,4,dragonfly,стрекоза
251,4,draw,рисовать
252,4,drawer,выдвижной ящик
253,4,dress,платье
254,4,dress,одеваться
255,4,drill,дрель
256,4,drink,пить
257,4,drive,ехать
258,4,drop,~опускать, капля~
259,4,drop,~опускать, капля~
260,4,drum,барабан
261,4,dry,сушить
262,4,duck,утка
263,4,dump truck,самосвал
264,4,e,ии
265,4,eagle,орел
266,4,ear,ухо
267,4,earth,земля
268,4,earthquake,землетрясение
269,4,easel,мольберт
270,4,eat,кушать
271,4,egg,яйцо
272,4,eight,восемь
273,4,elbow,локоть
274,4,electricity,электричество
275,4,elephant,слон
276,4,empty,пустой
277,4,emu,эму
278,4,engine,двигатель
279,4,engineer,инженер
280,4,enter,входить
281,4,envelope,конверт
282,4,environment,окружающая обстановка
283,4,equal,равный
284,4,equator,экватор
285,4,escalator,эскалатор
286,4,exercise,упражнение
287,4,exit,выход
288,4,expensive,дорогостоящий
289,4,explode,взрываться
290,4,eye,глаза
291,4,f,зф
292,4,fable,сказка
293,4,face,лицо
294,4,fact,действительность
295,4,factory,завод
296,4,fair,~справедливый, прекрасный~
297,4,fall,падение
298,4,family,семья
299,4,fan,вентилятор
300,4,farm,ферма
301,4,fast,скорый
302,4,fat,толстый
303,4,feather,перо
304,4,fight,сражаться
305,4,film,фильм
306,4,fingerprint,отпечаток пальца
307,4,finish,заканчивать
308,4,finger,палец
309,4,fire,огонь
310,4,fire engine,пожарная машина
311,4,first,первый
312,4,first aid,первая помощь
313,4,fish,рыба
314,4,fish,ловить рыбу
315,4,five,пять
316,4,flag,флаг
317,4,flipper,плавник
318,4,float,плавать
319,4,flood,наводнение
320,4,flour,мука
321,4,flower,цветок
322,4,flute,флейта
323,4,fly,муха
324,4,fly,летать
325,4,fog,туман
326,4,fold,~сгибать, согнуть~
327,4,food,пища
328,4,foot,нога
329,4,football,футбол
330,4,forest,лес
331,4,fork,вилка
332,4,fossil,ископаемое
333,4,fountain,фонтан
334,4,four,четыре
335,4,fox,лисица
336,4,friend,друг
337,4,frog,лягушка
338,4,front,~передний, фронт~
339,4,fruit,~плод, фрукты~
340,4,frying pan,сковорода
341,4,full,полный
342,4,fur,мех
343,4,furniture,мебель
344,4,g,джи
345,4,game,игра
346,4,garage,гараж
347,4,garden,сад
348,4,gate,ворота
349,4,geography,география
350,4,giant,~великан, громадный~
351,4,giraffe,жираф
352,4,girl,девочка
353,4,give,давать
354,4,glass,~стекло, стакан~
355,4,glasses,очки
356,4,globe,~глобус, земной шар~
357,4,glove,перчатка
358,4,glue,клей
359,4,goal,~цель, ворота,гол~
360,4,goat,~коза, козел~
361,4,goggles,защитные очки
362,4,gold,золото
363,4,golf,гольф
364,4,goldfish,золотая рыбка
365,4,goose,гусь
366,4,gorilla,горилла
367,4,grandparent,дедушка и бабушка
368,4,grape,виноград
369,4,grapefruit,грейпфрукт
370,4,grass,трава
371,4,grasshopper,кузнечик
372,4,green,зеленый
373,4,grow,~расти, становиться~
374,4,guitar,гитара
375,4,gymnast,гимнаст
376,4,h,эйч
377,4,habitat,естественная среда
378,4,hair,волосы
379,4,half,половина
380,4,hammer,молоток
381,4,hand,рука
382,4,handle,рукоятка
383,4,hang,~вешать, повесить~
384,4,hangar,ангар
385,4,happy,счастливый
386,4,harbour,бухта
387,4,hat,шляпа
388,4,hawk,ястреб
389,4,head,голова
390,4,headlight,фара
391,4,hearing aid,слуховая помощь
392,4,heart,сердце
393,4,heart,сердечко
394,4,heavy,тяжелый
395,4,heel,пятка
396,4,helicopter,вертолет
397,4,helmet,шлем
398,4,help,помощь
399,4,hibernate,в зимней спячке
400,4,hide,прятать(ся)
401,4,high,высокий
402,4,hill,холм
403,4,hip,бедро
404,4,hippopotamus,гиппопотам
405,4,hold,держать
406,4,hole,дыра
407,4,honey,мед
408,4,hoof,копыто
409,4,hop,~подскок, скакать, подскакивать~
410,4,horn,горн
411,4,horn,рог
412,4,horse,лошадь
413,4,hospital,больница
414,4,hot,горячий
415,4,hotel,гостиница
416,4,house,дом
417,4,hug,~объятие, обнимать~
418,4,huge,~огромный, громадный~
419,4,hundred,сто
420,4,hurricane,ураган
421,4,hyena,гиена
422,4,i,ай
423,4,ice,лед
424,4,iceberg,айсберг
425,4,icecream,мороженое
426,4,icicle,сосулька
427,4,igloo,иглу
428,4,iguana,игуана
429,4,imaginary,воображаемый
430,4,injection,инъекция
431,4,injure,~ушибать, повреждать~
432,4,insect,насекомое
433,4,inside,внутрь
434,4,instrument,инструмент
435,4,invent,изобретать
436,4,invite,приглашать
437,4,iron,утюг
438,4,island,остров
439,4,ivy,плющ
440,4,j,джей
441,4,jacket,пиджак
442,4,jaguar,ягуар
443,4,jam,~остановка, затор, пробка~
444,4,jaw,челюсть
445,4,jar,банка
446,4,jeans,джинсы
447,4,jellyfish,медуза
448,4,jewel,драгоценный камень
449,4,jigsaw puzzle,мозаика
450,4,judo,дзюдо
451,4,jug,кувшин
452,4,juggle,жонглировать
453,4,juice,сок
454,4,jump,прыгать
455,4,k,кей
456,4,kangaroo,кенгуру
457,4,karate,карате
458,4,key,ключ
459,4,kick,пинать
460,4,king,король
461,4,kiss,поцелуй
462,4,kite,бумажный змей
463,4,kitten,котенок
464,4,kitchen,кухня
465,4,knee,колено
466,4,kneel,стоять на коленях
467,4,knife,нож
468,4,knight,рыцарь
469,4,knit,~срастаться, скреплять~
470,4,knock,стучаться
471,4,knot,узел
472,4,koala,коала
473,4,l,эл
474,4,laboratory,лаборатория
475,4,ladder,лестница
476,4,ladybird,божья коровка
477,4,lake,озеро
478,4,lamb,ягненок
479,4,lamp,лампа
480,4,land,земля
481,4,large,большой
482,4,laugh,смеяться
483,4,lawn,газон
484,4,leaf,лист
485,4,left,левый
486,4,leg,нога
487,4,lemon,лимон
488,4,leopard,леопард
489,4,letter,~письмо, буква~
490,4,lettuce,салат-латук
491,4,library,библиотека
492,4,lick,лизать
493,4,lifeboat,спасательная шлюпка
494,4,light,свет
495,4,light,легкий
496,4,lift,поднимать
497,4,lighthouse,маяк
498,4,lightning,молния
499,4,lion,лев
500,4,lip,губа
501,4,liquid,жидкость
502,4,litter,сорить
503,4,little,маленький
504,4,lizard,ящерица
505,4,lobster,рак
506,4,lock,замок
507,4,log,бревно
508,4,long,длинный
509,4,look,~взгляд, смотреть~
510,4,lose,терять
511,4,love,~любовь, любить~
512,4,low,низкий
513,4,luggag,багаж
514,4,lunch,ленч
515,4,lung,легкое
516,4,m,эм
517,4,machine,механизм
518,4,magazine,журнал
519,4,magic,магия
520,4,magnet,магнит
521,4,magnifying glass,увеличительное стекло
522,4,mammal,млекопитающее
523,4,man,человек
524,4,map,карта
525,4,market,рынок
526,4,mask,маска
527,4,match,~сравняться, соответствие~
528,4,mathematics,математика
529,4,meal,принятие пищи
530,4,measure,~мера, измерять~
531,4,meat,мясо
532,4,mechanic,механик
533,4,medal,медаль
534,4,medicine,лекарство
535,4,meet,встречать
536,4,melt,~растапливать, таять, растворяться~
537,4,metal,металл
538,4,microphone,микрофон
539,4,microscope,микроскоп
540,4,microwave oven,микроволновая печь
541,4,midday,полдень
542,4,midnight,полночь
543,4,milk,молоко
544,4,mine,~рудник, мина~
545,4,mineral,минерал
546,4,mirror,зеркало
547,4,mix,смесь
548,4,money,деньги
549,4,monkey,обезьяна
550,4,monster,чудовище
551,4,month,месяц
552,4,moon,луна
553,4,mosque,мечеть
554,4,mosquito,комар
555,4,moth,моль
556,4,motorcycle,мотоцикл
557,4,mountain,гора
558,4,mouse,мышь
559,4,moustache,ус
560,4,mouth,рот
561,4,move,двигать
562,4,mud,грязь
563,4,muscle,мускул
564,4,museum,музей
565,4,mushroom,гриб
566,4,music,музыка
567,4,musician,музыкант
568,4,n,эн
569,4,nail,гвоздь
570,4,narrow,узкий
571,4,nature,природа
572,4,neck,шея
573,4,needle,игла
574,4,nest,гнездо
575,4,net,сеть
576,4,new,новый
577,4,newspaper,газета
578,4,newt,тритон
579,4,night,ночь
580,4,nine,девять
581,4,noise,шум
582,4,nose,нос
583,4,number,число
584,4,nurse,нянька
585,4,nut,орех
586,4,nut,гайка
587,4,o,оу
588,4,oar,весло
589,4,ocean,океан
590,4,octopus,осьминог
591,4,office,контора
592,4,oil,масло
593,4,old,старый
594,4,one,один
595,4,onion,лук
596,4,open,открывать
597,4,opera,опера
598,4,opposite,напротив
599,4,optician,оптик
600,4,orange,апельсин
601,4,orange,оранжевый
602,4,orang-utan,орангутан
603,4,orchard,фруктовые деревья
604,4,orchestra,оркестр
605,4,organ,орган
606,4,ostrich,страус
607,4,otter,выдра
608,4,outside,внешний
609,4,oven,~духовка, печь~
610,4,over,над
611,4,oval,овал
612,4,owl,сова
613,4,oyster,устрица
614,4,p,пи
615,4,package,пакет
616,4,page,страница
617,4,paint,краски
618,4,paint,рисовать
619,4,pair,пара
620,4,palace,дворец
621,4,palm,ладонь
622,4,palm tree,пальма
623,4,panda,панда
624,4,panther,пантера
625,4,paper,бумага
626,4,parachute,парашют
627,4,parent,родитель
628,4,park,парк
629,4,park,парковать
630,4,parrot,попугай
631,4,party,вечеринка
632,4,passenger,пассажир
633,4,path,путь
634,4,patient,~больной, терпеливый~
635,4,paw,лапа
636,4,pay,платить
637,4,pea,горох
638,4,peach,персик
639,4,peacock,павлин
640,4,peanut,арахис
641,4,pear,груша
642,4,pearl,жемчуг
643,4,pebble,булыжник
644,4,peel,кожица
645,4,peel,очищать
646,4,pelican,пеликан
647,4,pen,ручка
648,4,pencil,карандаш
649,4,penguin,пингвин
650,4,people,люди
651,4,pepper,перец
652,4,pet,домашнее животное
653,4,petal,лепесток
654,4,photograph,фотография
655,4,photographer,фотограф
656,4,piano,пианино
657,4,picnic,пикник
658,4,picture,картина
659,4,pie,пирог
660,4,pig,свинья
661,4,pigeon,голубь
662,4,pile,куча
663,4,pillow,подушка
664,4,pilot,летчик
665,4,pin,~прижимать, булавка, шпилька~
666,4,pineapple,ананас
667,4,pink,розовый
668,4,pipe,труба
669,4,pirate,пират
670,4,planet,планета
671,4,plant,растение
672,4,plastic,пластический
673,4,plate,тарелка
674,4,play,игра
675,4,play,играть
676,4,plum,слива
677,4,plumber,водопроводчик
678,4,pocket,карман
679,4,poem,стихотворение
680,4,point,место
681,4,polar bear,белый медведь
682,4,police officer,полицейский офицер
683,4,polish,полировать
684,4,pollution,загрязнение
685,4,pond,пруд
686,4,pony,пони
687,4,poppy,мак опийный
688,4,porcupine,дикобраз
689,4,post office,почта
690,4,potato,картофель
691,4,pour,лить
692,4,present,подарок
693,4,price,цена
694,4,prince,принц
695,4,prize,награда
696,4,problem,проблема
697,4,propeller,пропеллер
698,4,puddle,лужа
699,4,pull,~тянуть, выдергивать~
700,4,pump,насос
701,4,puncture,~пункция, прокол~
702,4,pupa,куколка
703,4,puppet,кукла
704,4,puppy,щенок
705,4,purple,пурпурный
706,4,push,толкать
707,4,puthon,питон
708,4,puzzle,~загадка, озадачивать~
709,4,pyramid,пирамида
710,4,q,кью
711,4,quarter,четверть
712,4,queen,~королева, ферзь~
713,4,question,вопрос
714,4,quick,быстрый
715,4,quiet,тихий
716,4,quilt,стеганое одеяло
717,4,quiz,опрос
718,4,rabbit,кролик
719,4,raccoon,енот
720,4,race,раса
721,4,r,эр
722,4,racing car,гоночный автомобиль
723,4,radar,радар
724,4,radio,радио
725,4,raft,плот
726,4,railway,железнодорожный путь
727,4,rain,дождь
728,4,rainbow,радуга
729,4,rainforest,джунгли
730,4,rat,крыса
731,4,reach,достигать
732,4,read,читать
733,4,recorder,дудка
734,4,rectangle,прямоугольник
735,4,red,красный
736,4,recycle,повторная обработка
737,4,refrigerator,холодильник
738,4,repair,ремонт
739,4,reptile,пресмыкающееся
740,4,rescue,спасение
741,4,restaurant,ресторан
742,4,rhinoceros,носорог
743,4,rhyme,рифма
744,4,ribbon,лента
745,4,rice,рис
746,4,riddle,загадка
747,4,ride,ехать верхом
748,4,right,~правый, правильно~
749,4,ring,кольцо
750,4,ring,звон
751,4,river,река
752,4,road,дорога
753,4,robot,робот
754,4,rock,~качать, укачивать~
755,4,rock,~качать, укачивать~
756,4,rocket,ракета
757,4,roll,вращаться
758,4,roof,крыша
759,4,room,комната
760,4,root,корень
761,4,rope,веревка
762,4,rose,роза
763,4,round,круглый
764,4,row,ряд
765,4,row,гребля
766,4,rubbish,мусор
767,4,rug,коврик
768,4,ruler,~правитель, линейка~
769,4,run,бегать
770,4,runway,взлетно-посадочная полоса
771,4,s,эс
772,4,sad,печальный
773,4,saddle,седло
774,4,sail,парус
775,4,sail,плыть по морю
776,4,salad,салат
777,4,salt,соль
778,4,same,тот же самый
779,4,sand,песок
780,4,sandwich,бутерброд
781,4,satellite,спутник
782,4,saucepan,кастрюля
783,4,saw,пила
784,4,scale,весы
785,4,scale,чешуя
786,4,scarf,шарф
787,4,school,школа
788,4,scissors,ножницы
789,4,scientist,ученый
790,4,scorpion,скорпион
791,4,scratch,царапать
792,4,screw,винт
793,4,scrub,~кустарник, чистка~
794,4,sea,море
795,4,seagull,чайка
796,4,seahorse,морской конек
797,4,seal,печать
798,4,season,~сезон, время года~
799,4,seat belt,ремень безопасности
800,4,see,видеть
801,4,seed,семя
802,4,seesaw,качели
803,4,sell,продать
804,4,sentence,предложение
805,4,seven,семь
806,4,sew,шить
807,4,shadow,тень
808,4,shake,встряска
809,4,shape,форма
810,4,share,делить
811,4,shark,акула
812,4,sharp,острый
813,4,sheep,овца
814,4,shelf,полка
815,4,shell,раковина
816,4,ship,корабль
817,4,shirt,рубашка
818,4,saeweed,водоросль
819,4,shoe,туфля
820,4,shop,магазин
821,4,short,короткий
822,4,shoulder,~плечо, лопатка~
823,4,shout,~крик, выкрикивать~
824,4,shovel,лопата
825,4,shower,~ливень, указатель~
826,4,shrimp,мелкая креветка
827,4,shut,закрывать
828,4,side,сторона
829,4,sing,петь
830,4,sink,тонуть
831,4,sit,сидеть
832,4,six,шесть
833,4,skate,кататься
834,4,skateboard,доска на колесиках
835,4,skeleton,скелет
836,4,ski,лыжи
837,4,skin,кожа
838,4,skip,скакать
839,4,skirt,юбка
840,4,sky,небо
841,4,skyscraper,небоскреб
842,4,sledge,сани
843,4,sleep,спать
844,4,slice,доля
845,4,slide,скользить
846,4,slow,медленно
847,4,small,маленький
848,4,smile,улыбка
849,4,snail,улитка
850,4,snake,змея
851,4,snow,снег
852,4,snowman,снеговик
853,4,soap,мыло
854,4,soccer,футбол
855,4,sock,носок
856,4,solid,твердый
857,4,space,~пространство, космос~
858,4,spacecraft,космический корабль
859,4,sparrow,воробей
860,4,spell,называть по буквам
861,4,spider,паук
862,4,spill,проливать
863,4,sport,спорт
864,4,spoon,ложка
865,4,square,квадрат
866,4,squash,расквасить
867,4,squeeze,сжатие
868,4,squirrel,белка
869,4,stable,конюшня
870,4,stamp,~штамп, марка~
871,4,stand,стоять
872,4,star,звезда
873,4,starfish,морская звезда
874,4,start,~старт, стартовать~
875,4,state,штат
876,4,steering wheel,править рулем
877,4,stem,ствол
878,4,stone,камень
879,4,stopwatch,секундомер
880,4,story,рассказ
881,4,strawberry,земляника
882,4,stream,поток
883,4,street,улица
884,4,string,~веревка, струна~
885,4,stripe,полоса
886,4,submarine,подводная лодка
887,4,subtract,вычитать
888,4,sugar,сахар
889,4,sum,~сумма, складывать~
890,4,sun,солнце
891,4,sunglasses,защитные очки
892,4,supermarket,большой универсам
893,4,swan,лебедь
894,4,swim,плавать
895,4,swimming pool,бассейн
896,4,swing,раскачивать
897,4,synagogue,синагога
898,4,t,ти
899,4,table,стол
900,4,tadpole,головастик
901,4,tail,хвост
902,4,tall,высокий
903,4,tambourine,бубен
904,4,taxi,такси
905,4,tea,чай
906,4,teacher,учитель
907,4,team,команда
908,4,tear,слеза
909,4,tear,рвать
910,4,telephone,телефон
911,4,telescope,телескоп
912,4,television,телевидение
913,4,temple,висок
914,4,ten,десять
915,4,tennis,теннис
916,4,tent,палатка
917,4,T-shirt,тенниска
918,4,thumb,большой палец руки
919,4,ticket,билет
920,4,tie,галстук
921,4,tie,завязывать
922,4,tiger,тигр
923,4,tile,черепица
924,4,time,время
925,4,tiptoe,цыпочки ног
926,4,tired,усталый
927,4,toboggan,сани
928,4,toad,жаба
929,4,toe,палец ноги
930,4,theatre,театр
931,4,thermometer,термометр
932,4,thigh,бедро
933,4,thin,тонкий
934,4,thorn,шип
935,4,thread,нить
936,4,three,три
937,4,throat,~гортань, горло~
938,4,toilet,туалет
939,4,tomato,помидор
940,4,tongue,язык
941,4,tool,инструмент
942,4,tooth,зуб
943,4,toothbrush,зубная щетка
944,4,top,~вершина, волчок~
945,4,tornado,торнадо
946,4,toucan,тукан
947,4,towel,полотенце
948,4,town,город
949,4,tractor,трактор
950,4,toy,игрушка
951,4,traffic,уличное движение
952,4,train,поезд
953,4,transparent,прозрачный
954,4,tray,поднос
955,4,treasure,сокровище
956,4,tree,дерево
957,4,triangle,треугольник
958,4,trick,трюк
959,4,tricycle,трехкол.велосипед
960,4,trumpet,труба
961,4,trunk,багажник
962,4,tugboat,буксирное судно
963,4,tulip,тюльпан
964,4,trophy,трофей
965,4,trousers,брюки
966,4,truck,грузовик
967,4,tunnel,туннель
968,4,turkey,индюк
969,4,turtle,черепаха
970,4,tusk,клык
971,4,twig,прут
972,4,twin,пара
973,4,two,два
974,4,u,ю
975,4,umbrella,зонтик
976,4,under,под
977,4,underwear,нижнее белье
978,4,undress,раздевать(ся)
979,4,unicorn,единорог
980,4,university,университет
981,4,up,вверх
982,4,v,ви
983,4,vacuum cleaner,пылесос
984,4,valley,долина
985,4,vegetable,овощ
986,4,vehicle,автопоезд
987,4,vet,ветеринар
988,4,video tape,видеолента
989,4,village,деревня
990,4,vine,виноградная лоза
991,4,violin,скрипка
992,4,volcano,вулкан
993,4,vulture,ястреб
994,4,w,дабл-ви
995,4,wagon,фургон
996,4,waiter,официант
997,4,walk,идти пешком
998,4,wallaby,валлаби(кенгуру)
999,4,wallet,бумажник
1000,4,walrus,морж
1001,4,wash,мыть
1002,4,watch,часы
1003,4,watch,смотреть
1004,4,water,вода
1005,4,water lily,лилия
1006,4,waterfall,водопад
1007,4,watermelon,арбуз
1008,4,wave,волна
1009,4,wave,махание
1010,4,wear,носить
1011,4,weather,погода
1012,4,wedding,свадьба
1013,4,week,неделя
1014,4,weigh,взвешивать
1015,4,wet,мокрый
1016,4,whale,кит
1017,4,wheat,пшеница
1018,4,wheel,~колесо, возить~
1019,4,wheel barrow,тачка
1020,4,wheel chair,стул на колесиках
1021,4,whiskers,бакенбарды
1022,4,whisper,шептать
1023,4,white,белый
1024,4,whistle,свистеть
1025,4,wide,широкий
1026,4,wind,ветер
1027,4,windmill,ветряная мельница
1028,4,window,окно
1029,4,wing,крыло
1030,4,wire,проволока
1031,4,witch,ведьма
1032,4,wizard,колдун
1033,4,wolf,волк
1034,4,woman,женщина
1035,4,wood,доска(лес)
1036,4,wool,шерсть
1037,4,world,мир
1038,4,worm,червяк
1039,4,wrinkle,морщина
1040,4,wrist,запястье
1041,4,write,писать
1042,4,x,икс
1043,4,x-ray,рентгеновы лучи
1044,4,y,игрек
1045,4,yacht,яхта
1046,4,xylophone,ксилофон
1047,4,yawn,зевать
1048,4,year,год
1049,4,yellow,желтый
1050,4,yoghurt,йогурт
1051,4,yolk,желток
1052,4,young,молодой
1053,4,z,зет
1054,4,zebra,зебра
1055,4,zero,нуль
1056,4,zoo,зоопарк
1057,2,wire,проволока
1058,2,wish,желать
1059,2,uncomfortable,неудобный
1060,2,twin,близнец
1061,2,thorough,~добросовестный, основательный~
1062,2,stem,ствол
1063,2,soar,высоко летать
1064,2,set,~комплект, установка~
1065,2,seal,печать
1066,2,provide,обеспечивать
1067,2,outlaw,изгнанник
1068,2,number,число
1069,2,manage,~управлять, суметь, ухитриться~
1070,2,involve,вовлекать
1071,2,hostage,заложник
1072,2,gravity,сила тяжести
1073,2,golf,гольф
1074,2,finance,финансировать
1075,2,far,далеко
1076,2,departure,отправление
1077,2,charge,загрузка
1078,2,beat,бить
1079,2,assign,предназначать
1080,2,acknowledge,признавать
1081,2,adverse,враждебный
1082,2,belong,принадлежать
1083,2,career,карьера
1084,2,capable,способный
1085,2,chess,шахматы
1086,2,born,рожденный
1087,2,depict,изображать
1088,2,connect,соединять
1089,2,consider,рассматривать
1090,2,expedition,экспедиция
1091,2,disagree,не соглашаться
1092,2,hesitant,колеблющийся
1093,2,instead,вместо
1094,2,least,меньше всего
1095,2,massive,массивный
1096,2,none,никто
1097,2,moon,луна
1098,2,proposal,предложение
1099,2,roof,крыша
1100,2,rookie,новобранец
1101,2,stun,~поражать, ошеломлять~
1102,2,training,обучение
1103,2,valid,имеющий силу
1104,2,war,война
1105,2,truck,грузовик
1106,2,suspense,беспокойство
1107,2,talented,талантливый
1108,2,refuge,убежище
1109,2,seldom,редко
1110,2,shoulder,~плечо, лопатка~
1111,2,nowadays,в наше время
1112,2,outstanding,выдающийся
1113,2,parcel,сверток
1114,2,proceed,идти далее
1115,2,praise,хвалить
1116,2,house,дом
1117,2,hungry,голодный
1118,2,inject,впрыскивать
1119,2,grain,зерно
1120,2,guess,~догадка, предположение, полагать~
1121,2,disposal,расположение
1122,2,disadvantage,неудобство
1123,2,crew,экипаж
1124,2,clerk,клерк
1125,2,abroad,за границу
1126,2,anonymous,анонимный
1127,2,ambassador,посол
1128,2,ballot,тайное голосование
1129,2,committee,комитет
1130,2,discharge,разгрузка
1131,2,exchange,обмен
1132,2,ginger,имбирь
1133,2,genius,гений
1134,2,framework,несущая конструкция
1135,2,fond,любящий
1136,2,flow,течение
1137,2,investigation,исследование
1138,2,participate,участвовать
1139,2,manufacture,производство
1140,2,sky,небо
1141,2,side,сторона
1142,2,son,сын
1143,2,stagger,~пошатывание, поражать, ошеломять, шататься~
1144,2,tough,жесткий
